score,MolW,cLogP,RotB
-41.4601,294.373,0.137,9
-63,358.464,0.6581,7
-61.2999,332.447,4.98582,6
-48.6099,319.405,1.4045,3
-61.5599,358.442,0.7142,8
-62.2102,389.41,2.685,9
-53.5601,330.428,2.7523,5
-42.37,293.407,2.8994,2
-53.8901,351.428,1.312,6
-44.0901,212.337,1.284,5
-53.1399,360.41,1.1927,5
-67.4902,392.396,3.4886,4
-58.82,358.348,2.88312,5
-43.2202,390.864,1.368,3
-44.54,401.533,0.0495,6
-56.2899,437.315,4.53592,5
-51.17,276.384,1.4403,5
-53.9002,336.298,0.8047,4
-59.4102,345.424,1.83962,5
-44.86,256.39,0.5838,5
-52.44,352.818,1.0761,4
-45.8801,259.334,2.002,2
-58.09,315.417,1.7625,7
-56.79,317.429,3.1103,6
-51.16,302.382,1.45574,5
-51.51,279.405,3.049,3
-62.9,335.411,3.2049,7
-38.2101,238.234,1.40638,3
-59.3201,335.407,4.56742,6
-42.63,290.411,0.662,3
-61.97,327.428,2.981,6
-55.5201,378.45,1.1858,5
-46.7101,369.215,2.07602,5
-50.0701,257.349,3.77798,8
-49.4,368.25,2.1247,2
-45.7002,389.88,1.7479,5
-57.6801,362.474,2.7628,5
-42.5799,308.447,2.3857,2
-56.4599,318.486,3.4439,5
-46.3499,241.338,2.7887,4
-37.78,226.272,1.2777,2
-50.8799,350.362,1.7354,5
-48.41,408.892,4.2951,4
-52.7402,346.496,4.6834,6
-60.8299,349.784,2.9554,6
-65.0098,427.505,2.31974,9
-67.7599,356.438,1.0209,8
-53.9799,391.468,1.871,3
-56.9801,326.444,2.3135,4
-54.5301,350.365,2.8513,5
-52,310.235,3.0556,5
-63.6201,352.503,4.0175,4
-38.8701,379.494,4.1865,3
-53.02,320.32,2.5175,6
-58.5101,320.396,2.4487,4
-58.5402,356.474,1.8103,4
-55.78,381.48,2.1567,3
-59.9899,360.458,3.0524,5
-49.2601,295.379,1.3376,3
-51.0699,262.361,0.7577,6
-64.0401,333.476,1.9117,7
-50.61,345.487,3.5597,5
-54.08,349.435,0.1905,4
-50.9901,259.357,2.2799,5
-56.8,339.528,2.1177,7
-53.7501,318.406,0.9919,4
-54.7301,314.364,2.44568,4
-48.3799,348.39,2.9692,6
-53.4201,287.319,1.4121,5
-61.4902,352.46,1.044,7
-56.13,312.46,2.5992,6
-54.3801,340.467,2.5675,5
-47.2302,356.411,1.13872,3
-44.7999,316.243,1.9927,5
-59.8102,422.403,3.3305,6
-38.6401,189.299,1.0179,7
-50.49,385.458,3.9131,3
-59.98,392.452,2.322,7
-48.1099,401.894,2.6123,6
-37.1199,283.129,2.19468,3
-53.31,287.367,1.7172,4
-55.0899,355.423,1.6813,3
-47.16,257.297,1.6885,4
-65.5398,428.558,3.7109,7
-45.1601,267.259,3.2479,1
-58.5699,349.475,2.23708,6
-49.3401,321.421,1.3388,3
-68.5002,408.527,4.0178,7
-53.3199,300.358,2.6693,5
-53.5301,303.45,3.14634,3
-61.2899,378.494,2.5631,5
-46.1401,345.852,0.9915,4
-55.8199,314.351,3.0372,5
-35.4801,317.393,0.7414,1
-62.7901,371.363,2.4564,5
-52.8702,342.461,1.7583,9
-54.3301,356.382,0.7206,2
-54.2499,391.402,3.6266,4
-51.27,373.28,1.347,6
-57.29,469.883,3.6966,5
-67.15,356.466,2.12442,4
-53.4102,491.82,3.3821,6
-65.37,337.463,4.2323,7
-45.9599,356.386,1.4437,3
-59.37,354.401,2.0219,7
-63.7501,358.356,3.7934,5
-58.9801,394.516,1.867,6
-52.54,280.412,2.91282,7
-55.0902,376.245,2.5136,3
-51.9501,348.509,1.7596,10
-44.2301,364.442,2.2906,7
-37.94,272.301,0.5404,4
-51.91,376.397,1.2998,9
-43.8899,307.393,0.8389,5
-58.0201,322.343,2.4589,2
-49.5801,262.765,3.9798,1
-44.8999,298.364,0.2175,5
-53.8601,285.412,3.86652,4
-65.41,340.899,3.1423,5
-62.58,315.417,2.0975,5
-51.8001,353.488,2.23182,5
-62.41,383.37,3.15354,5
-53.9501,277.364,2.2497,6
-52.74,284.322,2.0557,9
-54.1799,325.405,1.2759,5
-58.2599,325.456,4.52402,3
-49.1599,323.418,2.75926,3
-57.4099,354.476,1.3373,7
-51.88,337.367,1.3054,2
-41.4699,247.27,1.3619,2
-60.2499,411.889,4.1439,3
-63.1698,389.478,3.63288,5
-65.66,417.937,4.46412,7
-53.33,309.45,3.0472,6
-57.3099,322.771,2.4357,4
-42.6,280.328,1.28772,3
-61.7101,332.488,4.01154,4
-44.71,277.311,2.2235,7
-46.8801,303.225,2.79902,6
-47.0301,347.375,0.72368,5
-56.4598,355.46,1.4236,6
-34.4799,235.287,1.1746,2
-48.48,291.355,1.70852,3
-59.5401,394.878,1.5931,4
-50.6699,299.37,3.4437,3
-44.5198,327.412,1.3663,3
-60.4099,355.394,0.99198,5
-59.8902,385.411,2.7147,5
-61.51,404.304,4.52544,5
-52.71,324.405,4.84122,4
-55.9298,354.372,3.23162,4
-48.55,345.672,3.51512,4
-53.68,324.468,4.30272,2
-52.9301,252.745,2.6548,4
-47.1899,270.296,1.2775,3
-57.8099,339.461,1.6733,7
-58.7,302.443,3.3063,4
-44.7501,361.471,0.9303,2
-54.3799,345.403,1.2597,7
-62.3201,353.397,3.5062,7
-49.46,291.399,1.0962,5
-51.6099,293.41,4.67502,4
-55.6801,391.501,0.546,6
-62.8099,352.5,2.6298,7
-46.0401,359.458,0.44232,4
-52.9501,358.187,4.2931,6
-50.9899,360.439,1.8326,5
-50.9101,355.895,1.67772,3
-49.5401,305.407,0.29982,3
-48.24,303.366,0.6794,7
-59.77,352.438,2.83372,6
-58.3999,366.387,2.5861,7
-48.51,344.282,4.1534,4
-50.3801,355.523,1.9313,8
-54.6801,344.444,1.3456,4
-48.8501,353.451,2.76172,4
-51.0899,341.471,3.1232,2
-69.2501,315.457,4.3182,7
-50.65,329.849,2.3231,6
-60.5801,378.498,2.25482,6
-51.0599,283.422,2.8874,7
-49.1801,292.427,1.8573,5
-41.2999,310.383,0.6006,5
-51.4501,305.378,1.2692,6
-68.8701,395.353,2.5974,7
-46.16,323.349,0.0199,2
-56.1301,319.364,2.95518,4
-57.7701,335.185,2.68,3
-42.9599,271.405,0.019,7
-60.1199,398.528,3.4887,6
-55.2,355.423,1.7476,4
-53.7801,330.428,1.7027,3
-60.9199,399.451,1.873,4
-44.93,334.482,0.4087,8
-50.86,310.802,4.00442,5
-47.8999,307.419,1.55552,4
-76.07,356.445,2.794,6
-44.73,410.544,1.9742,6
-51.2099,265.744,2.2022,4
-51.1001,316.513,3.6074,5
-56.9701,303.381,2.5035,5
-44.3099,270.392,2.6347,2
-51.88,350.415,1.401,10
-61.34,353.465,2.78004,7
-57.7799,304.393,4.28052,2
-38.2401,306.384,0.1354,5
-52.8201,373.424,2.8447,2
-46.0301,307.39,1.9528,3
-42.5599,264.398,2.5539,6
-53.6801,349.391,0.38302,7
-53.1599,324.302,4.5388,5
-47.5199,349.406,1.0016,4
-65.84,395.887,1.9976,7
-56.9599,352.381,1.8231,6
-67.1099,349.405,4.3984,4
-65.5899,385.512,3.40254,5
-43.0901,260.322,2.6875,2
-59.2599,420.572,2.34592,7
-54.5199,295.333,2.5937,2
-55.63,329.415,4.84434,4
-38.6301,346.25,1.8885,3
-56.11,285.29,1.6887,6
-67.5899,354.475,2.9236,5
-47.7998,423.292,2.9114,4
-43.99,308.334,0.09728,3
-54.19,339.392,1.61292,6
-55.26,319.372,2.2202,5
-62.14,382.895,4.5339,5
-48.2601,366.462,2.4378,8
-51.6198,364.215,3.6727,4
-59.0599,362.453,1.0351,6
-49.09,256.369,1.1594,4
-50.5199,387.482,3.5335,3
-44.4001,224.373,3.152,5
-58.1399,355.415,4.1357,4
-60.7898,397.475,4.37852,7
-49.6999,332.356,1.5312,3
-57.17,317.763,3.6783,6
-56.6601,370.446,1.2815,5
-47.69,319.304,0.7456,4
-59.6299,344.843,0.6479,7
-68.38,348.385,2.94542,5
-50.0901,314.267,3.3131,4
-43.1101,307.35,1.05294,3
-41.0999,248.326,1.2607,3
-57.75,348.353,2.3328,5
-59.0601,359.43,1.46162,3
-56.4501,352.39,1.1282,4
-50.8099,311.385,1.2751,2
-59.4299,393.487,3.4739,4
-51.7499,303.362,1.7005,3
-53.9199,298.365,2.5547,2
-42.43,246.192,1.7063,4
-51.3701,326.462,1.1015,4
-47.1698,362.293,1.8502,5
-44.8198,428.717,0.9891,4
-47.3401,276.3,0.2162,4
-55,335.427,1.866,4
-46.0201,355.192,2.6092,5
-53.48,347.503,1.8732,5
-55.1102,377.485,2.54392,3
-49.8799,346.393,2.8707,2
-52.6099,362.437,2.15752,3
-56.4201,325.368,4.7025,4
-54.8101,315.425,1.2163,6
-44.2799,238.287,0.1463,5
-42.44,277.776,4.20924,1
-55.76,388.493,2.7315,6
-54.55,406.298,1.969,7
-65.25,356.809,3.6325,5
-47.34,311.47,1.367,4
-54.0201,319.449,1.9139,5
-51.9301,335.444,2.6715,7
-53.4899,303.358,2.9429,4
-46.1999,388.283,2.6272,5
-54.85,365.323,2.2353,7
-42.4799,308.375,0.332,3
-50.56,334.279,3.0996,7
-61.55,407.559,1.021,7
-46.7002,350.831,1.5837,3
-57.7501,355.438,2.69038,7
-36.2201,289.467,4.14592,3
-52.5599,273.446,1.9131,5
-40.8,305.721,1.8093,3
-56.1001,328.403,1.97214,8
-51.3401,379.249,3.1495,5
-61.91,340.464,1.4614,8
-56.4299,393.484,2.9532,7
-59.3001,355.467,3.0361,3
-56.1199,359.492,0.3976,7
-66.6099,391.42,3.24508,6
-47.9001,286.335,0.94858,3
-39.1901,229.364,2.203,7
-60.8298,349.39,2.519,4
-49.7301,351.472,2.3675,3
-66.7401,438.549,4.564,8
-51.6201,262.353,1.3205,6
-67.5999,389.499,4.37362,5
-58.29,330.186,4.4315,4
-46.94,278.44,2.6129,2
-39.03,208.309,0.8264,3
-56.9099,385.511,1.9731,6
-54.6101,363.377,2.47444,4
-60.4299,329.444,3.60542,6
-52.9701,389.257,1.4724,2
-47.3199,337.51,4.60474,5
-67.09,347.48,3.5342,8
-49.5901,318.383,3.987,3
-56.7299,330.407,2.34238,4
-59.2999,370.409,0.8043,3
-48.5401,388.237,1.7772,6
-60.91,404.43,4.0349,4
-41.27,252.402,2.7592,2
-53.56,424.574,2.8974,4
-64.5202,432.351,4.8505,8
-57.3299,350.438,1.9152,4
-50.8199,333.431,1.7668,6
-38.2099,231.299,1.83232,2
-41.9,272.345,0.4172,5
-62.0601,324.509,3.2084,8
-57.7699,302.462,3.74752,5
-70.3801,338.48,3.9133,7
-63.99,392.382,0.639,4
-37.9201,278.695,2.4962,3
-59.99,371.547,0.9707,5
-48.7501,247.269,2.72272,2
-56.4199,364.486,3.5775,6
-45.12,242.294,0.2292,2
-51.2599,337.363,2.4972,4
-53.3699,343.387,0.3065,3
-39.62,169.615,1.7586,2
-59.44,355.381,3.6404,3
-56.55,308.425,3.6416,4
-54.52,293.415,0.7866,5
-53.0199,332.407,3.39524,3
-51.59,329.356,1.0314,2
-53.1802,314.389,0.7656,3
-53.8199,297.305,1.95512,2
-55.6601,369.469,1.87424,5
-50.4598,347.419,0.3938,3
-35.3301,248.298,1.9324,4
-57.1402,336.457,2.6849,5
-56.7002,453.547,3.78042,4
-49.7199,351.472,1.98768,7
-68.41,442.288,4.5657,5
-54.5401,398.507,2.6764,4
-54.3501,358.446,0.906,5
-49.29,262.15,4.1578,2
-55.7601,336.346,1.99632,6
-63.2901,326.5,3.9232,10
-50.63,243.347,0.9326,7
-65.79,392.565,3.62422,9
-55.0099,354.516,1.7863,3
-65.0299,393.503,4.6221,5
-57.1601,311.878,3.93342,4
-55.09,278.356,0.9707,5
-55.6602,372.87,2.3661,4
-57.5799,352.481,2.8361,7
-74.9099,354.519,4.5173,7
-51.6599,347.459,0.7074,4
-37.3701,318.439,0.3069,2
-61.5501,310.348,2.62834,7
-57.7401,356.447,3.02162,3
-51.2499,282.431,2.5216,3
-54.3899,412.889,4.0591,3
-56.3599,285.391,2.9702,5
-56.6399,350.434,2.03422,7
-54.21,388.424,2.0715,6
-45.4901,283.353,0.464,4
-53.7599,323.393,0.7823,6
-59.84,405.516,4.5754,3
-53.18,326.843,3.6104,4
-48.0898,389.423,2.6189,2
-54.5701,278.396,2.7878,7
-57.6501,375.49,3.61284,6
-51.6701,322.428,1.84984,4
-51.4899,392.403,3.366,4
-48.8899,314.382,1.317,3
-57.09,435.459,3.4859,7
-55.5901,285.395,1.70564,3
-41.25,342.443,2.29078,2
-42.45,275.356,1.097,3
-70.94,434.54,4.5235,9
-63.2001,344.377,3.9701,8
-60.6701,350.528,4.1468,7
-56.3001,375.557,2.91306,8
-49.1099,330.306,3.26498,5
-59.5,400.954,3.1003,5
-51.9699,322.364,2.18518,3
-65.6801,386.374,3.05402,8
-53.1001,328.409,1.67644,5
-60.9599,351.447,1.70062,8
-46.4999,280.69,1.2647,1
-56.44,334.463,4.74404,3
-52.26,302.392,1.312,5
-56.04,411.487,2.7607,6
-51.5999,321.487,0.7654,8
-54.8001,382.279,2.97232,4
-60.4401,350.528,2.5501,7
-51.95,253.39,1.8596,4
-47.0299,230.714,2.4256,4
-53.4101,275.348,2.594,5
-47.9901,234.29,1.8095,5
-62.9,356.554,4.53642,7
-58.8501,391.512,2.54708,7
-57.9499,344.446,2.9137,6
-65.2601,358.511,3.8444,8
-48.2701,242.294,1.7942,5
-48.1,256.227,3.1488,2
-52.5301,266.473,3.4764,6
-52.1102,352.46,1.0746,4
-59.0698,346.475,1.2638,9
-60.5099,342.549,2.9966,5
-60.6899,351.516,1.891,8
-73.1499,427.552,4.6714,5
-62.24,456.392,2.89764,3
-58.3901,317.517,4.5302,3
-57.59,321.892,4.7709,5
-59.9199,338.546,3.4861,7
-50.85,269.414,3.27172,6
-52.9402,351.288,3.74168,6
-64.2001,368.437,2.03542,5
-54.2698,388.424,1.1051,7
-44.3999,256.309,3.28404,2
-61.6298,336.435,4.0457,6
-60.98,324.377,2.5285,8
-55.6599,346.301,3.3157,5
-68.0898,382.512,2.68,6
-52.92,355.822,2.3214,6
-56.0299,306.365,3.32422,4
-55.2199,352.37,1.42392,4
-60.9199,348.472,2.4971,7
-65.4901,344.402,1.8578,8
-49.66,356.43,0.4523,4
-56.2199,344.419,2.6732,5
-53.4099,376.545,2.2708,7
-59.92,393.403,2.0145,5
-49.7901,340.261,3.20434,6
-37.4901,337.445,1.2856,3
-61.5599,399.449,3.50452,7
-53.1499,344.762,1.8845,4
-45.3601,304.31,0.7283,5
-58.5099,290.363,1.1814,6
-63.8098,357.458,2.7189,7
-59.9501,359.495,2.3634,2
-46.5499,303.302,0.7583,6
-53.6701,402.454,2.98798,3
-60.19,467.016,4.75452,7
-60.0799,395.257,1.8709,6
-56.9999,302.443,3.5722,6
-54.15,300.366,1.3597,5
-48.24,282.432,1.2856,7
-56.3599,361.446,0.2373,7
-65.54,368.428,1.8125,9
-45.4298,385.898,1.8248,3
-50.64,306.818,3.8626,4
-47.9102,375.498,2.1283,7
-45.69,288.307,2.3654,4
-49.6501,336.775,2.7014,7
-55.6699,309.797,3.51022,6
-54.2999,314.341,2.18558,6
-42.8398,326.19,3.53898,6
-70.6402,394.422,2.157,6
-39.9601,197.69,3.69638,2
-39.0901,271.704,0.81732,2
-50.2199,380.408,1.3066,6
-48.0999,300.487,2.141,7
-49.15,236.281,2.0111,3
-57.63,352.438,3.89752,4
-62.6601,390.474,4.08992,7
-49.2799,378.27,1.3262,4
-39.0301,240.284,1.3936,4
-53.4401,358.408,2.309,5
-50.0399,239.359,1.6946,3
-46.0399,279.723,2.79348,4
-40.3901,371.267,1.1904,2
-56.7201,338.411,2.56448,5
-52.8401,359.405,1.6845,3
-59.5201,339.851,4.416,3
-51.4802,348.418,2.2191,3
-49.47,407.311,2.94324,6
-51.67,328.721,4.1749,3
-57.15,317.357,2.3246,5
-61.1801,396.27,4.1586,5
-50.0701,328.225,3.8015,5
-61.52,412.515,4.4398,5
-68.75,393.527,3.9887,5
-45.1899,344.257,2.3086,7
-41.63,211.309,0.62992,5
-51.5101,334.288,3.77958,2
-55.5201,363.468,2.52452,5
-57.3199,395.419,3.09952,5
-61.5199,379.441,4.10262,5
-54.36,394.31,3.3906,5
-48.8302,356.201,1.8295,2
-53.2401,335.379,0.6115,3
-67.1399,389.931,2.9869,3
-52.8299,353.415,0.4552,6
-45.3199,292.383,1.24922,1
-54.4401,306.325,3.27172,4
-50.0598,382.504,0.3427,8
-44.7902,343.246,2.91222,4
-55.63,376.229,4.1143,3
-63.87,401.85,4.4842,4
-43.6299,338.387,0.4919,3
-43.4001,363.82,3.224,3
-57.5698,361.438,3.6241,8
-50.1298,399.495,1.4377,3
-47.1099,244.294,1.8521,3
-50.2301,366.464,0.8783,2
-44.53,336.479,0.4721,2
-44.3601,272.688,0.5547,4
-57.2101,327.424,4.47554,4
-51.99,397.298,2.59,4
-49.9701,323.381,3.42288,4
-53.3901,352.431,0.6715,5
-45.6101,305.344,1.9551,6
-47.26,358.446,1.5008,4
-57.4801,324.38,2.1575,3
-47.2498,421.339,4.18522,3
-64.2301,378.403,3.313,2
-49.5701,251.713,3.23682,4
-50.65,308.345,2.01058,4
-60.43,402.861,2.5263,4
-63.6898,375.472,3.8194,4
-52.5302,346.393,2.5841,4
-55.3001,358.442,2.7984,5
-50.4501,350.462,3.80572,3
-37.6201,240.65,1.45162,3
-62.42,387.461,2.10962,7
-57.37,427.509,1.3651,4
-63.4401,331.42,2.4826,7
-61.99,342.399,2.8254,7
-53.33,385.508,2.5648,5
-61.7,350.415,1.21122,8
-59.8098,388.537,2.4753,6
-60.3499,392.502,2.82442,7
-52.23,390.502,1.4217,6
-61.5599,350.463,0.4975,7
-52.2,335.469,3.1667,5
-64.1098,448.791,4.5042,7
-56.24,375.494,3.6475,8
-63.6501,337.464,1.1262,6
-51.6801,390.528,4.02814,3
-53.71,328.391,2.14222,2
-61.4001,396.516,2.4997,4
-53.4,320.28,1.2518,5
-59.3801,354.47,1.1465,7
-65.6001,386.492,2.7944,9
-55.54,272.414,1.0144,9
-61.3399,355.503,4.4341,6
-50.3999,313.438,1.6837,6
-55.8599,330.307,3.1013,3
-55.83,314.429,3.7216,6
-59.7899,354.794,0.8191,6
-59.5702,378.394,3.4859,8
-54.0199,377.395,2.82872,5
-66.6102,325.399,4.2879,8
-63.62,353.348,1.7766,7
-48.68,343.383,1.9253,4
-51.2599,342.447,1.58278,5
-54.7001,355.475,2.4463,7
-43.0599,242.344,1.5531,2
-61.2001,357.498,3.343,7
-44.0499,353.216,2.725,2
-57.1198,449.536,4.0598,8
-57.0901,348.476,2.1813,7
-60.8,352.425,3.9192,4
-54.2399,397.219,3.2585,3
-62.8301,404.982,3.9143,6
-56.7501,355.221,2.7438,5
-45.0199,319.365,0.34012,4
-51.6199,347.396,1.5643,3
-60.5901,359.474,1.5566,7
-55.5401,442.766,4.0286,5
-66.8201,436.516,4.42424,8
-56.0699,369.284,2.91668,4
-46.52,312.104,3.8427,4
-60.4301,360.454,2.53812,7
-56.5801,317.429,3.22782,6
-42.27,261.329,1.4051,4
-64.0899,343.581,3.8604,10
-50.5699,360.462,0.6996,2
-35.84,210.277,0.6836,2
-52.8701,342.321,1.7007,3
-68.8702,443.491,3.70542,7
-56.5699,397.523,2.86712,4
-47.9901,358.429,2.0338,4
-63.18,357.454,3.92962,3
-52.5799,335.404,1.7288,5
-51.8301,327.396,3.6424,4
-49.64,352.239,3.0887,6
-58.6502,355.434,3.30072,7
-50.1302,349.456,1.9163,5
-60.32,293.411,2.3311,8
-42.8499,274.364,2.13888,6
-61.6401,356.47,2.2306,6
-63.7302,347.415,0.2859,6
-51.9099,315.435,1.2767,6
-51.0498,318.377,1.4858,7
-46.2699,261.369,1.766,3
-47.1599,309.391,0.971,5
-41.62,417.101,4.0065,5
-47.8601,308.359,1.7075,4
-39.3099,278.308,0.57502,2
-47.5,320.437,1.35752,5
-59.2599,356.386,0.5937,3
-33.39,296.084,1.8876,2
-59.6601,371.506,2.9371,6
-66.59,373.482,1.904,7
-47.6701,308.794,3.3552,4
-52.54,321.377,2.77472,2
-44.28,382.238,4.1859,4
-52.9699,368.281,4.9516,3
-44.32,270.376,2.2104,2
-55.4401,368.466,3.3964,5
-37.9899,243.274,0.55978,2
-59.38,358.486,1.494,9
-53.4602,307.35,1.0278,4
-48.1599,399.926,3.22442,2
-32.8,223.301,0.8099,2
-53.97,305.374,2.09956,5
-44.0799,311.422,2.3969,4
-53.7598,409.577,2.1075,5
-53.6499,361.442,1.851,3
-47.3201,311.378,1.9776,4
-56.8299,361.511,2.6024,5
-58.9201,315.457,4.2738,6
-57.6099,334.397,2.6412,5
-61.3999,448.292,3.3625,6
-53.1399,370.243,2.5486,6
-61.2601,341.373,3.7652,4
-52.1398,359.466,3.3345,7
-55.9701,313.319,3.1404,3
-44.0899,229.389,2.426,5
-60.67,402.516,3.6958,7
-48.0999,287.385,0.559,5
-47.3899,225.295,1.8252,1
-53.8701,397.495,1.2075,2
-59.92,354.376,2.81212,6
-72.8701,357.457,4.87632,7
-61.8001,349.394,1.9958,5
-47.35,307.35,1.06842,7
-48.5601,356.195,1.212,3
-40.3301,258.329,1.14712,4
-74.9001,390.43,2.9452,7
-55.16,374.441,1.3621,3
-67.53,386.542,3.8653,7
-52.1801,388.265,3.5537,1
-52.6901,351.882,1.1531,4
-56.2999,348.313,1.4496,3
-58.24,377.868,3.0867,4
-52.9301,341.412,1.4417,9
-48.9599,314.43,3.12352,4
-62.0699,351.372,3.1811,5
-45.3101,389.677,2.7382,2
-60.3899,362.493,2.8046,8
-60.4299,310.344,3.7368,4
-60.7602,438.613,3.4529,4
-61.6201,328.504,3.7957,7
-58.4099,311.385,2.40538,5
-57.8298,357.462,0.9382,6
-61.1901,348.447,0.7218,7
-55.76,358.373,2.0932,7
-47.0901,305.342,0.1093,5
-50.06,319.405,1.91472,5
-57.62,393.469,2.269,7
-62.5499,391.519,4.57742,6
-68.2601,419.884,3.1379,9
-52.9,281.377,1.8998,5
-55.1501,358.364,0.7349,4
-60.4901,336.439,3.4755,2
-43.42,230.258,1.7965,4
-43.8001,278.4,1.7744,4
-51.84,323.315,2.8207,6
-60.54,361.446,0.5287,7
-60.0899,352.475,1.5813,7
-49.35,399.437,1.4707,6
-51.7099,321.333,1.31522,5
-55.52,338.411,2.3233,4
-34.3101,183.251,1.0801,4
-64.3601,343.417,4.58182,7
-50.06,341.364,1.24972,4
-63.7599,438.532,2.7283,7
-37.8501,225.317,1.8623,5
-46.8201,370.453,2.2839,4
-57.5802,398.912,2.9948,4
-52.5901,283.347,1.4329,5
-43.79,283.372,0.02572,7
-54.15,356.426,1.5567,4
-60.76,435.34,1.9176,7
-55.64,377.466,1.0585,7
-62.0501,379.46,4.9385,5
-43.5201,316.427,1.6366,4
-54.9501,320.392,2.941,2
-46.5999,339.222,3.88202,3
-37.59,218.322,0.7334,3
-51.0199,299.172,1.62532,2
-42.98,263.316,1.19858,3
-52.2599,321.768,2.29642,4
-50.67,375.812,2.258,5
-61.4301,328.412,3.16272,7
-45.3001,260.399,3.0189,5
-51.6599,361.858,2.7204,6
-40.2399,323.407,0.8155,5
-52.8101,343.391,2.31168,3
-67.9,347.503,2.62092,8
-59.8499,358.507,4.04434,5
-62.45,425.391,2.9295,6
-56.6301,376.57,3.05688,4
-47.6199,344.418,0.45832,5
-60.98,336.382,3.0813,5
-64.5801,441.495,3.7948,5
-53.87,289.339,0.0901,5
-57.2999,330.432,2.434,9
-58.9301,349.431,1.6677,6
-55.3301,293.289,1.0266,5
-39.7699,236.315,1.75568,5
-54.1501,366.414,1.3445,6
-48.0999,340.405,0.1243,3
-52.5099,312.369,2.90102,3
-65.0199,360.845,0.9359,2
-61.8298,376.451,3.531,5
-49.1401,283.372,0.7569,3
-58.5201,388.895,3.1898,7
-52.5999,279.384,1.7712,7
-45.33,326.437,2.0085,5
-50.2599,351.453,1.8771,5
-49.0801,353.234,4.1147,3
-52.8699,388.475,3.47372,3
-52.0199,309.272,2.4932,3
-52.1199,349.355,1.4445,5
-66.1102,425.562,3.0975,4
-49.26,353.488,1.46098,6
-56.0301,391.537,3.3263,3
-54.1799,382.367,3.48278,3
-59.4001,376.331,2.4633,4
-56.6001,358.446,0.917,6
-55.8101,352.479,0.1711,5
-57.9,308.466,2.5228,7
-42.63,238.379,1.2002,6
-55.4199,327.384,2.0319,6
-48.5799,350.897,1.2547,4
-67.21,350.503,2.5205,6
-55.67,315.373,2.3066,5
-63.7799,485.694,4.81554,6
-49.1901,323.396,1.9076,1
-50.3899,371.344,3.373,4
-59.99,326.396,4.18762,4
-60.1202,397.857,2.7692,4
-55.4499,302.418,2.31546,4
-61.1201,324.277,3.1164,2
-59.34,367.446,1.6318,7
-45.5399,384.498,0.3583,4
-51.6201,354.208,2.1329,3
-70.3202,424.549,2.4202,5
-62.2402,375.35,3.96918,5
-54.76,383.401,0.7185,8
-59,381.561,2.4105,5
-49.08,363.801,1.77682,4
-52.71,379.222,1.5301,5
-49.8599,354.494,0.0338,6
-49.5299,271.324,1.168,4
-47.34,327.728,0.5709,6
-33.66,154.257,0.5444,2
-49.5601,315.32,0.9983,3
-43.7202,345.808,1.2697,6
-58.4702,388.855,3.99414,4
-57.15,360.254,1.726,6
-43.6699,307.398,1.9457,2
-52.0701,347.846,2.554,4
-63.4501,363.465,3.39104,6
-55.2499,334.416,1.4269,5
-68.7,434.458,4.2446,7
-59.3798,332.366,4.3615,2
-44.4098,324.427,2.2985,5
-51.3199,341.452,0.7038,6
-47.2299,357.458,1.87668,3
-37.1001,278.356,0.0996,3
-53.9001,400.292,1.412,2
-63.2999,344.478,2.3123,6
-56.33,342.842,2.8406,8
-61.32,352.862,4.7654,4
-61.17,382.42,1.7385,4
-47.9301,333.457,2.8053,2
-51.0898,348.465,0.7983,7
-50.7001,379.486,0.46612,5
-62.3701,370.424,4.93478,5
-52.07,320.299,2.6301,3
-61.0299,396.455,0.6173,5
-68.4498,369.396,2.7597,6
-49.8399,356.81,0.0614,5
-54.8098,354.809,3.1058,6
-54.0399,394.512,2.6172,5
-57.9901,384.476,3.1184,7
-52.11,356.898,1.0169,3
-45.23,280.265,2.0605,4
-67.4499,365.412,3.141,5
-56.43,358.413,3.82982,4
-63.3301,390.524,2.7492,7
-61.79,427.574,2.311,7
-55.2401,410.536,2.3827,7
-54.2,290.363,1.2662,4
-57.0099,342.7,4.6082,3
-65.68,339.407,3.85212,6
-41.64,248.29,0.7463,3
-45.5801,307.396,2.9621,3
-52.6001,395.525,1.0581,3
-57.0599,346.393,2.4228,8
-55.61,288.326,2.0886,5
-49.83,399.881,0.8149,3
-68.6901,338.455,2.7854,6
-55.7901,323.55,2.9324,9
-56.6802,359.518,1.5477,4
-53.7901,336.417,1.34766,8
-48.6299,274.452,3.7105,3
-63.52,348.381,3.9505,6
-47.3501,300.405,1.94632,5
-45.32,249.314,1.1189,2
-55.89,290.451,3.08062,5
-31.3499,304.759,0.08898,3
-53.7999,348.418,2.8572,4
-60.3799,358.429,3.4814,6
-58.14,345.317,4.1416,2
-48.4699,311.403,2.75054,5
-64.29,355.484,4.8873,7
-51.7499,292.427,0.7415,1
-64.24,430.237,3.3884,4
-47.6299,258.277,1.35952,2
-50.3099,262.419,1.7969,7
-58.4201,380.374,1.4863,3
-46.2301,367.515,1.5456,1
-47.4002,392.496,4.2131,6
-59.4701,320.433,3.46562,5
-56.27,390.471,3.2963,6
-68.73,446.551,3.82092,7
-66.7602,442.874,3.5342,7
-47.2901,334.416,0.9824,2
-47.1499,239.319,0.8343,3
-50,238.419,2.885,5
-55.9201,356.447,4.82284,5
-39.72,221.264,0.99442,5
