score,MolW,cLogP,RotB,MolW.scaled,cLogP.scaled,RotB.scaled
-57.07,318.873,4.6281,2,-0.100630434908567,1.45521277909801,-1.38595683624153
-41.27,253.327,2.42018,5,-0.956411909312836,-0.115875011021387,0.147917890201714
-46.4099,343.79,0.93322,6,0.224690820358439,-1.17394989616031,0.659209465682794
-42.9199,314.208,2.4348,4,-0.161537592905941,-0.105471869833507,-0.363373685279366
-51.4099,334.445,1.97442,6,0.10268066141193,-0.433064081877045,0.659209465682794
-50.8199,274.364,2.55982,4,-0.681748697567763,-0.016511492862997,-0.363373685279366
-54.5301,386.456,1.48722,5,0.781746512344717,-0.779740578917776,0.147917890201714
-51.8501,361.486,1.3257,5,0.455733278648158,-0.894673230399752,0.147917890201714
-1.2325,88.74,4,4,-3.10529216940156,1.00827618675137,-0.363373685279366
-59.25,361.534,1.1155,7,0.456359976093791,-1.04424506881921,1.17050104116387
-57.0001,399.348,2.46202,4,0.950067001284085,-0.086102957170435,-0.363373685279366
-58.4402,345.487,2.65584,3,0.246847186300893,0.051813378331278,-0.874665260760446
-55.7601,277.477,4.1799,7,-0.641104756979161,1.13628747948049,1.17050104116387
-46.61,257.79,2.13238,5,-0.89814210306583,-0.320664616621392,0.147917890201714
-47.0701,278.396,2.3332,6,-0.629106112134662,-0.177767296966796,0.659209465682794
-55.7299,362.813,1.8187,4,0.473058851780531,-0.543869632203774,-0.363373685279366
-52.3899,388.511,4.4013,3,0.808576996735843,1.29382889254457,-0.874665260760446
-49.7002,367.287,3.2532,2,0.53147227619216,0.47687633455511,-1.38595683624153
-55.5699,318.421,1.0574,5,-0.106531835854937,-1.08558723728815,0.147917890201714
-60.5301,372.86,2.68648,6,0.60423446086941,0.073615857537616,0.659209465682794
-38.93,242.254,0.004,3,-1.1009831763021,-1.83515419538073,-0.874665260760446
-50.3,297.443,1.6389,7,-0.380424731989754,-0.671809768016425,1.17050104116387
-40.5101,340.43,0.6908,1,0.180821999164189,-1.34644849306634,-1.89724841172261
-49.4699,277.408,2.9827,4,-0.642005634557257,0.284396875504376,-0.363373685279366
-68.65,393.491,3.434,4,0.873596856720179,0.605528039532458,-0.363373685279366
-66.6601,389.839,4.836,6,0.825915626064999,1.60314800843867,0.659209465682794
-55.7701,337.387,1.08178,4,0.141091992350467,-1.06823918105282,-0.363373685279366
-51.0699,281.36,0.9888,6,-0.590407544866876,-1.13440088198642,0.659209465682794
-60.3401,357.397,4.0121,3,0.40234648999837,1.01688617364421,-0.874665260760446
-57.5602,380.47,3.175,5,0.703592118395674,0.421231625875748,0.147917890201714
-0.4316,99.49,7,3,-2.96493805397353,3.14298368084454,-0.874665260760446
-45.45,298.795,3.0599,2,-0.362772753937782,0.33933001501904,-1.38595683624153
-62.2199,360.461,3.66388,4,0.442350676944556,0.769103559113171,-0.363373685279366
-59.77,292.398,2.85564,6,-0.44629324476505,0.193984897437883,0.659209465682794
-69.2299,397.512,3.0338,8,0.926095823988655,0.320758059820429,1.68179261664495
-60.82,366.465,4.9247,5,0.52074008243571,1.66626419334735,0.147917890201714
-40.0699,224.308,0.7562,6,-1.33528968378782,-1.29991186969511,0.659209465682794
-46.81,335.356,1.7556,3,0.114574856682157,-0.588769646496201,-0.874665260760446
-44.2599,322.312,1.86952,3,-0.05573017416838,-0.507707687253836,-0.874665260760446
-51.0402,348.447,1.5863,6,0.285493528781542,-0.709238306079525,0.659209465682794
-49.5199,312.369,2.652,2,-0.185547938791723,0.049080952738839,-1.38595683624153
-62.3301,361.833,2.5299,6,0.460263778932208,-0.037801642270753,0.659209465682794
-55.4299,339.407,3.99532,5,0.167465509854153,1.00494604306058,0.147917890201714
-51.85,326.705,5.2142,2,0.001625698303745,1.87226346652735,-1.38595683624153
-53.3001,392.253,3.1003,3,0.857433285101583,0.368077409272828,-0.874665260760446
-60.21,371.451,3.0457,4,0.58583827960075,0.329225732880332,-0.363373685279366
-44.04,324.425,1.36604,8,-0.028142430363782,-0.865968530295846,1.68179261664495
-61.1601,376.504,3.4993,6,0.651811241950318,0.65199350598722,0.659209465682794
-55.3301,406.468,0.02284,4,1.04302712238619,-1.82174823231783,-0.363373685279366
-56.07,371.46,2.6127,5,0.585955785371805,0.021116284566218,0.147917890201714
-53.84,337.335,2.2805,4,0.140413070117699,-0.215266991946366,-0.363373685279366
-55.7801,324.371,2.1806,3,-0.028847464990118,-0.286352751499668,-0.874665260760446
-55.73,274.367,5.1281,2,-0.68170952897741,1.81099736144687,-1.38595683624153
-47.52,283.419,3.21208,2,-0.563524835688614,0.44761661050274,-1.38595683624153
-48.4099,357.292,2.8211,3,0.400975589336049,0.169407298489224,-0.874665260760446
-58.57,356.369,2.2602,7,0.388924719704415,-0.229711845989729,1.17050104116387
-57.0598,319.282,4.4838,4,-0.09529045042391,1.35253334863213,-0.363373685279366
-53.0598,359.333,1.1563,4,0.4276232869722,-1.01521304689955,-0.363373685279366
-53.77,356.22,0.8788,3,0.386979346383598,-1.21267349010316,-0.874665260760446
-56.5601,354.36,3.1896,3,0.362694820365352,0.431620535680335,-0.874665260760446
-48.8199,279.383,3.6869,3,-0.616219645908851,0.785483881284513,-0.874665260760446
-54.8099,359.39,0.4888,7,0.428367490188888,-1.49018546433528,1.17050104116387
-50.5899,363.483,1.1375,4,0.481806503625813,-1.02859054719586,-0.363373685279366
-0.3481,55.81,4,2,-3.53523272949878,1.00827618675137,-1.38595683624153
-0.2144,74.42,5,4,-3.29225690734848,1.71984535144909,-0.363373685279366
-46.2498,396.409,2.8364,2,0.9116948389359,0.180294306709099,-1.38595683624153
-48.91,273.783,3.0815,5,-0.689334347899268,0.354699908976511,0.147917890201714
-45.04,351.378,1.80718,4,0.323761241555455,-0.552066908981092,-0.363373685279366
-29.5001,222.273,1.14692,3,-1.36185904424327,-1.02188756566441,-0.874665260760446
-51.2999,297.351,1.13942,8,-0.381625902093882,-1.02722433439964,1.68179261664495
-55.8701,353.4,1.1259,5,0.350160871452709,-1.03684474950636,0.147917890201714
-62.91,352.494,3.4003,4,0.338331957166403,0.581548158682145,-0.363373685279366
-59.2999,393.285,3.5934,6,0.870907280182674,0.718952164385276,0.659209465682794
-58.3201,294.351,0.2165,5,-0.420794492445892,-1.68394574788247,0.147917890201714
-34,341.451,3.66102,3,0.194152376080656,0.767068471302136,-0.874665260760446
-51.0402,375.862,4.65898,5,0.643429163614988,1.47718603490388,0.147917890201714
-57.99,350.507,3.9353,10,0.312389294156588,0.962237661795427,2.70437576760711
-1.1226,138.68,6,3,-2.45326570200844,2.43141451614682,-0.874665260760446
-49.0599,355.865,4.4585,3,0.382344396525277,1.33453064876528,-0.874665260760446
-64.4299,398.463,1.82292,6,0.938512267130243,-0.54086681032875,0.659209465682794
-39.6101,224.304,1.392,2,-1.33534190857496,-0.847496194780293,-1.38595683624153
-52.5201,363.476,1.1754,8,0.481715110248325,-1.00162207585382,1.68179261664495
-50.5399,257.443,2.7566,7,-0.90267260334988,0.123511087366221,1.17050104116387
-40,223.32,1.3279,4,-1.34818920621042,-0.893107778237417,-0.363373685279366
-58.1099,384.274,1.8213,5,0.753257890962022,-0.54201955237556,0.147917890201714
-63.3,356.445,2.5286,7,0.389916990659999,-0.038726682184861,1.17050104116387
-48.3901,284.768,3.28332,4,-0.545912026226994,0.498308797795805,-0.363373685279366
-60.3899,353.894,2.5313,7,0.356610632664007,-0.036805445440177,1.17050104116387
-62.6501,340.471,2.3451,5,0.181357303232333,-0.169299623906893,0.147917890201714
-62.2799,336.401,3.8191,7,0.12821858232144,0.879553324857552,1.17050104116387
-59.2401,325.497,2.0697,7,-0.01414618741133,-0.365265771864646,1.17050104116387
-42.12,271.448,4.93736,2,-0.719820567389916,1.67527265897243,-1.38595683624153
-62.9602,423.501,2.9115,10,1.26541332220811,0.233733150977898,2.70437576760711
-57.2198,359.455,1.5265,4,0.429216142979848,-0.751790142128449,-0.363373685279366
-45.0599,272.349,0.0764,4,-0.708056934087529,-1.78363658785662,-0.363373685279366
-59.9899,358.446,0.846,6,0.416042440424789,-1.23601295870525,0.659209465682794
-51.2601,355.467,1.65018,5,0.377148030205243,-0.663783267838635,0.147917890201714
-60.0299,348.537,4.68552,7,0.286668586492102,1.49607108053495,1.17050104116387
-1.4296,131.26,9,3,-2.55014268214575,4.56612201023999,-0.874665260760446
-52.06,303.318,3.1172,4,-0.303719575883736,0.38010292815622,-0.363373685279366
-1.1401,113.09,6,1,-2.78737377771108,2.43141451614682,-1.89724841172261
-0.9837,121.61,4,3,-2.67613498111138,1.00827618675137,-0.874665260760446
-0.29346,98.57,5,0,-2.97694975501481,1.71984535144909,-2.40853998720369
-37.6401,291.438,2.41044,5,-0.458827193677693,-0.122805694685544,0.147917890201714
-0.6351,75.43,4,2,-3.27907014859664,1.00827618675137,-1.38595683624153
-58.0798,363.451,2.762,7,0.481388705328725,0.127353560855588,1.17050104116387
-60.0402,359.438,0.0247,4,0.42899418763452,-1.82042471367149,-0.363373685279366
-44.77,361.486,1.4203,2,0.455733278648158,-0.827358787419347,-1.38595683624153
-0.0947,81.75,6,2,-3.19655498492174,2.43141451614682,-1.38595683624153
-53.2699,331.375,3.87458,5,0.06259813728504,0.919031182114981,0.147917890201714
-53.26,355.408,2.679,1,0.376377714594988,0.068293320185677,-1.89724841172261
-52.6901,326.396,2.0378,3,-0.002408666502511,-0.387964828218503,-0.874665260760446
-42.7101,250.298,1.10538,3,-0.995959129371582,-1.05144614876595,-0.874665260760446
-51.25,336.392,0.229,3,0.128101076550384,-1.67505113332375,-0.874665260760446
-62.9399,376.428,2.0163,3,0.650818970994733,-0.403263565259504,-0.874665260760446
-58.2301,354.372,3.0757,3,0.36285149472676,0.350572807821264,-0.874665260760446
-74.9799,424.522,3.8112,9,1.27874369912458,0.87393192845644,2.19308419212603
-56.3299,392.518,1.211,7,0.860893177249343,-0.976290213590581,1.17050104116387
-51.78,294.464,2.561,6,-0.4193191422093,-0.015671841248654,0.659209465682794
-61.4802,402.605,1.3981,6,0.992591034209584,-0.843155622875637,0.659209465682794
-52.6902,335.448,1.9863,8,0.115776026786285,-0.424610640200436,1.68179261664495
-66.4601,359.473,4.6786,6,0.42945115452196,1.49114702191525,0.659209465682794
-60.1299,375.469,3.2107,5,0.638298078278874,0.446634645055457,0.147917890201714
-55.99,381.484,2.04032,4,0.716831101934653,-0.386171673923465,-0.363373685279366
-53.0198,358.385,0.3922,4,0.415246012420965,-1.55892304564508,-0.363373685279366
-47.5599,297.305,2.8052,4,-0.382226487145947,0.15809334877053,-0.363373685279366
-65.1299,433.448,2.6158,10,1.39528331161859,0.023322148976781,2.70437576760711
-60.83,350.488,2.23292,5,0.312141226417692,-0.249123452802683,0.147917890201714
-53.7299,333.498,0.6455,5,0.090316443057479,-1.37868257622714,0.147917890201714
-58.3898,396.347,4.5189,7,0.910885354735292,1.37750942631302,1.17050104116387
-61.0399,388.443,1.052,6,0.807689175354531,-1.08942971077752,0.659209465682794
-57.06,307.467,1.65064,3,-0.249549415426907,-0.663455946022874,-0.874665260760446
-52.9999,339.484,0.5312,9,0.168470837006521,-1.46001493175209,2.19308419212603
-58.1499,352.862,3.3805,5,0.343136637582916,0.56745908922113,0.147917890201714
-40.5899,286.397,1.73912,4,-0.524643481665853,-0.600496306330419,-0.363373685279366
-59.99,356.47,1.6113,7,0.390243395579599,-0.691449076962082,1.17050104116387
-69.3301,369.386,4.9423,6,0.558877233241784,1.67878781064604,0.659209465682794
-54.4,339.277,4.5174,3,0.165768204272233,1.37644207256597,-0.874665260760446
-46.0201,312.439,1.0255,5,-0.184634005016843,-1.10828629364201,0.147917890201714
-47.96,261.365,3.77384,4,-0.851466199563019,0.847347704463333,-0.363373685279366
-43.7799,358.417,3.0347,4,0.415663810718053,0.321398472068657,-0.363373685279366
-1.4234,117.07,3,3,-2.73541011451075,0.296707022053646,-0.874665260760446
-0.3829,104.53,5,3,-2.89913482218215,1.71984535144909,-0.874665260760446
-47.7,341.314,1.7314,3,0.192363677121248,-0.605989620281886,-0.874665260760446
-43.5199,261.774,1.7191,4,-0.846126215078362,-0.614741921007668,-0.363373685279366
-55.22,350.463,3.77004,6,0.311814821498092,0.844643741637481,0.659209465682794
-48.93,298.199,4.49712,2,-0.370554247221048,1.3620114499059,-1.38595683624153
-81.7202,447.583,4.06892,10,1.57983265316048,1.05731753358234,2.70437576760711
-0.25288,83.01,4,4,-3.1801041769739,1.00827618675137,-0.363373685279366
-53.6498,343.81,4.02184,3,0.224951944294119,1.02381685730837,-0.874665260760446
-49.6498,384.48,2.3107,1,0.755947467499527,-0.193777603172494,-1.89724841172261
-51.6401,360.439,0.9502,4,0.442063440615307,-1.16186745174375,-0.363373685279366
-58.7299,329.362,4.2319,5,0.036316013158842,1.17328907604477,0.147917890201714
-63.04,350.337,1.4356,8,0.310169740703307,-0.816471779199472,1.68179261664495
-66.7899,348.512,2.6165,6,0.286342181572502,0.02382024739207,0.659209465682794
-56.1001,369.296,4.6601,5,0.557702175531223,1.47798299236834,0.147917890201714
-53.6101,396.844,3.74788,4,0.917374284536941,0.82887536894778,-0.363373685279366
-46.56,262.357,1.1871,5,-0.838514452353288,-0.993296716626857,0.147917890201714
-57.69,339.439,2.8585,2,0.167883308151242,0.196019985248919,-1.38595683624153
-39.99,238.331,1.41758,5,-1.15220263628575,-0.829294255547325,0.147917890201714
-48.66,349.481,3.90892,4,0.298993636256201,0.943466467230701,-0.363373685279366
-49.6801,283.294,0.6408,6,-0.565156860286615,-1.38202695130122,0.659209465682794
-65.22,401.576,4.0454,8,0.979156207718845,1.04058142682865,1.68179261664495
-56.6801,454.951,2.6988,7,1.67603071106501,0.082382389646692,1.17050104116387
